jizz monkey|||jizz monkey||||||One who cleans up ejaculate at a peepshow.
jmo|||JMO|||interjection|||"just my opinion".
joust|||joust||||||a party with more males than females i.e. sausage fest, sword party.
junky|||junky    |||noun|||misspelling of .
k|||k|||interjection|||abbreviated form of "okay".
k|||k|||noun|||one thousand.
k|||k|||noun|||in computing, 1,024.  Capitalized.
k|||k|||noun|||kilometer.
k|||k|||noun|||kilometer event.
ka-ching|||ka-ching||||||cash in or make a lot of money. Sometimes, "rich."  Deriving from the sound of an old fashioned cash register.
kahuna|||kahuna    |||noun|||a large breast.  Usually used in the plural.
kandi|||kandi    |||noun - uncountable|||a spelling variant of , i.e. colorful (usually plastic) jewelry worn by .
keep (one's) pecker up|||keep (one's) pecker up    |||verb|||to cheer up.  British.
keep on keeping on|||keep on keeping on|||verb|||to persevere.
kela|||kela||||||The *bae to royalty
kela|||kela|||adjective|||The bar to royaltyMan, the girl is the  of my heart.
kentucky waterfall|||Kentucky waterfall||||||mullet.
kevork|||kevork    |||verb|||to kill.  Etymology: from the last name of Jack Kevorkian, an assisted-suicide doctor in the United States.
kevorka|||kevorka||||||To mysteriously and suddenly become attractive to all members of the opposite sex. As used by the character Kramer in the popular sitcom Seinfeld.
kick around|||kick around|||verb - intransitive|||to be present.
kick around|||kick around|||verb - transitive|||to mistreat.
kick around|||kick around|||verb - transitive|||to discuss ideas.
kicks|||kicks    |||noun - uncountable|||shoes.
kicks|||kicks    |||noun - uncountable|||athletic shoes.
kicks|||kicks    |||verb|||to be great; "be "; "be ".  Perhaps a shortened form of "."
kick to the curb|||kick to the curb|||verb|||to forget or convince oneself to lessen the implications of a situation
kick to the curb|||kick to the curb|||verb - transitive|||to break up with your partner.
kife|||kife||||||to steal.
kife|||kife||||||generally displeasing.
kiff|||kiff|||verb - transitive|||to greatly enjoy someone or something.
kill a kitten|||kill a kitten    |||verb|||to masturbate.
kill a kitten|||kill a kitten    |||origin|||From a popular image created in 2002 that circulated the web.  It depicts a kitten being chased by two Domo-kun dolls with the caption, "Every time you masturbate, God kills a kitten."
kiss (one's) ass|||kiss (one's) ass|||interjection|||a blunt refusal.
kiss (one's) ass|||kiss (one's) ass|||interjection|||a general angry retort.
kiss (one's) ass|||kiss (one's) ass|||verb|||to fawn over.
kiwi|||Kiwi    |||noun|||a person from New Zealand.
kiwi|||Kiwi    |||noun|||a testicle.  Usually used in the plural.
klepto|||klepto|||verb|||To steal
knee pit|||knee pit||||||the part of the leg opposite the knee.
knocked off|||knocked off|||adverb|||stolen.
knocked off|||knocked off|||notes|||"" is also the -ed conjugation of "".
knockin|||knockin||||||adverb - really, very, conveying a sense of the extreme.  Originated from the fact that when people are doing something to an extreme, things get knocked over.  First derived from the movie Casablanca where in one dramatic scene, cups are knocked over.  Started in West LA.
kojak|||Kojak||||||Nosy neighbor who calls cops.
k-rad|||k-rad    |||adjective|||very .
kram|||kram|||verb|||Smoking weed; Herb; Ganja
l337|||l337|||adjective|||the  spelling of "elite".
l33t|||l33t||||||Elite.  Hacking term.
l33t|||l33t||||||, Elite, usually used in description of someone's ability to hack, or program on computers.
lardo|||lardo|||noun|||an overweight person.
last go trade|||last go trade    |||noun|||a compliment given in exchange for a compliment.  That is: person #1 has heard a compliment about person #2, but person #1 wants to hear a compliment about themselves before they'll tell person #2 the compliment they heard about them.  Also called "".
lazy dog|||lazy dog|||noun|||a lazy person.  See "".
leet|||leet|||adjective|||very good, excellent; "".  From "elite".  Also written .
leet|||leet|||adjective|||impressive.
leet|||leet|||noun|||able to understand and communicate using  speech.
leet|||leet|||noun|||a variant of written language that replaces letters with similar looking numbers or symbols, or similar sounding letter combinations.  The original purpose was allegedly to bypass filters and to send "secret" messages.Examples:Example sentence:
leg it|||leg it    |||verb|||to run.
lift|||lift|||noun|||a ride.
lift|||lift|||verb - transitive|||to steal.
like a banshee|||like a banshee||||||intensifier.
like whoa|||like whoa||||||very good; excellent; ""; "".
like whoa|||like whoa||||||amazing, great, the shit, excellent.
like whoa|||like whoa|||adverb|||to a great extent; "a lot".
limbo|||limbo||||||marijuana.  From Chambersburg.
limo|||limo    |||noun|||a limousine.  Also spelled "".
lion's share|||lion's share    |||noun|||the majority.
liquid laugh|||liquid laugh|||verb|||to vomit.  Australian.
liquid sunshine|||liquid sunshine|||noun - uncountable|||LSD; "".
little spoon|||little spoon|||noun|||when  in bed, the person in front.  Contrast with "".
lit up|||lit up||||||Lit up refers to the man lighting up his lights on a squad car, he lit them up.  Or pulled you over.
lit up|||lit up||||||It can also mean very intoxicated.
lit up|||lit up||||||to get hit in the face
lit up|||lit up||||||to be high (after smoking weed)
lit up|||lit up||||||Under the influence of drugs
loal|||loal    |||interjection|||used to indicate laughter in text-based communication.  Variant of "".  Likely the transcription of the common out-loud pronunciation of "LOL" as a word (as opposed to individual letters.)
loc'd out|||loc'd out||||||"locals only" + "out", where the "out" is used to amplify the word preceding and connote casualness.  ("Out" being a popular modifier in Californian slang to add emphasis, e.g., "Trip Out", "Far Out"  "Way Out", "Played Out".)  Something special that is not widely accessed, as in a loc-d out route to get to the airport fast during traffic, a loc-d out beach that is beautiful and isolated, etc.  Origin: California.
loc'd out|||loc'd out|||expression|||Loc'd out was proliferated as a term by one DJ Craze. Crazy in spanish is loco; Craze's remixes are "" ie. Crazy!
loo|||loo    |||noun|||restroom.
loo|||loo    |||noun|||toilet (device, not place).
loonie|||loonie    |||noun|||a Canadian one dollar coin.  The coin - depicting a common loon on the reverse side - replaced the one dollar bill in 1987.
loonie|||loonie    |||notes|||See also .
lose (one's) marbles|||lose (one's) marbles    |||verb|||to go insane.
lose (one's) religion|||lose (one's) religion|||verb|||southern term for losing one's temper.
lose touch|||lose touch|||verb|||to cease regular contact with someone.
love|||love|||noun|||affectionate form of address.
lsd|||LSD    |||noun - uncountable|||acronym for "lysergic acid diethylamide".
luck of the draw|||luck of the draw|||noun - uncountable|||random luck.
lumberjack|||lumberjack||||||Masculine ill-tempered woman.
machine|||machine|||noun|||computer.
machine|||machine|||noun|||a person that greatly exhibits some quality or particular talent, usually involving strength or tenacity.
macho|||macho|||adjective|||overly masculine.  From "machismo".
mack it|||mack it|||verb|||to .  May involve .
mad as a hatter|||mad as a hatter    |||adjective|||crazy.
mad as a hatter|||mad as a hatter    |||origin|||In old times, hatters (people who make hats) used mercury in the process. Mercury is toxic and causes insanity after long exposure.
main drag|||main drag||||||the main street in a town.
main man|||main man||||||a male significant other.
main man|||main man||||||a male friend.
make waves|||make waves|||verb|||to cause problems.
make waves|||make waves|||verb|||To voice a dissenting opinion that will most likely cause conflict."He made waves over the new policy."
maneuver|||maneuver|||verb - intransitive|||To fart, stink, or let a very rank burp.  Origin: from Manuer.
mangy|||mangy||||||ugly, gross.
manorexia|||manorexia||||||male anorexia.
mansonite|||Mansonite||||||one who mistakes wearing black jeans, Marilyn Manson and NIN t-shirts as being gothic.  Derogatory.
mansonite|||Mansonite||||||someone who listens to Marilyn Manson and dresses like he used to.
manwhore|||manwhore    |||noun|||a promiscuous male; "male ".
massive|||massive||||||"Awesome."
massive|||massive||||||a huge rave.
massive|||massive|||noun|||gang, "posse"
massive|||massive|||noun|||superlative, great, awesome
mattress dance|||mattress dance||||||To have sex
mbm|||MBM||||||"married black male".  Used mainly in personal ads.
meat wallet|||meat wallet||||||female genitalia.
meh|||meh||||||1. Oh well  2. It doesn't matter  3. I don't care.
meh|||meh||||||Whatever or it doesn't matter to me.
meh|||meh||||||phrase used to convey feeling that one does not care, a declaration to the person that you are talking to that you do not care of their intentions.
meh|||meh||||||Oh well, or I don't care
meh|||meh||||||whatever.
meh|||meh||||||an expression of not knowing or caring.
meh|||meh||||||a verbal shrug
meh|||meh||||||ambiguous towards a person, place, thing, or situation.
mell|||mell||||||"" + "".
melt|||melt|||verb - intransitive|||to (figuratively)  upon seeing or making eye contact with an attractive person.  Perhaps from the feeling of warmth accompanied by the attraction.
melvin|||Melvin||||||geek, square, dork, dweeb, etc.
melvin|||Melvin||||||Ugly person (typically male).
melvin|||Melvin||||||A dorky, slow-thinking male; often a sloppy dresser with poor grooming.
melvin|||Melvin|||noun|||a  in the front.
melvin|||Melvin|||noun|||An adolescent, "bum-fluff" moustache.
merde|||merde||||||French exclamation, literally "Shit!"
meshuga|||meshuga|||adjective|||crazy.
middle of nowhere, the|||middle of nowhere, the    |||noun|||a place far from civilization.
middle of nowhere, the|||middle of nowhere, the    |||noun|||a place away from excitement.
middle of nowhere, the|||middle of nowhere, the    |||noun|||in an inconveniently far away location.
mime|||mime|||verb|||to give someone the silent treatment
minge|||minge|||noun|||the external female genitalia (vulva.)  Rhymes with "hinge".
minge|||minge|||noun|||female genital pubic hair.
minge|||minge|||origin|||From Romani Gypsy.
mingy|||mingy|||adjective|||mean (or miserly) and stingy
minivan, the|||minivan, the|||noun - uncountable|||an apocryphal "sex move" in which one inserts two fingers into the vagina and five into the anus.  Referred to as "two in the front and five in the back."  Compare with "".
minute|||minute    |||noun|||a long period of time.  Used as a humorous understatement.  See also .
miss me|||miss me|||expression|||AvoidanceIf someone is saying something you don't want to hear, you may say, "" with that.
mj|||MJ    |||noun|||acronym for "", i.e. marijuana.
mogo|||mogo|||noun|||that represents friend,girlfriend,also someone we don't know name
monkey jump|||monkey jump||||||to light a cigarette using a lit cigarette rather than a flame source.
monkey spank|||monkey spank||||||a masturbator, a beat off, a goon, dork, barney, bozo, chess geek, computer geek, etc.  Basically someone who is an idiot.
mooch|||mooch|||noun|||a person who requests and then takes things without ever returning the favor.
mooch|||mooch|||noun|||a session of walking around observing things.  Normally used by people trying to rob things late at night but also in shops.
mooch|||mooch|||verb|||To walk around observing things. Normally used by people trying to rob things late at night but also in shops
mooch|||mooch|||verb - ambitransitive|||to request and then take something without returning the favor.
moola|||moola|||noun - uncountable|||money.
moron|||moron|||noun|||an idiot.
mosey|||mosey    |||verb|||to move on.  Origin: the American cowboy.
mosquito bites|||mosquito bites    |||noun - plural|||small breasts.
mother trucker|||mother trucker|||noun|||censored version of "".
mouse over|||mouse over|||noun|||to move the mouse pointer to a specific location by moving the mouse.
mula|||mula    |||noun - uncountable|||spelling variant of "", meaning money.
munch on|||munch on|||verb - transitive|||to perform cunnilingus; "".
murse|||murse|||noun|||a handbag for men.  From "male" or "man" + "purse".
murse|||murse|||noun|||a male nurse.  From "male" or "man" + "purse".
myspace|||MySpace    |||verb - transitive|||to send a person a comment or a message on .com.
napalm|||napalm|||verb|||to spread a term, idea, concept or style about. Origin: a sticky,  flammable substance. When used in bombs, the explosion covers the surrounding area in . Thus when one napalms an idea etc., they cover the area with it.
nappy dugout|||nappy dugout||||||A Vagina.
neato|||neato    |||adjective|||very neat; ""; "".
negative nelly|||negative Nelly|||noun|||a person who is frequently negative.
netherlands, the|||Netherlands, the|||noun - uncountable|||a vague place or space
newbie|||newbie|||noun|||someone who is new to a particular group, activity, game, field of study, etc.  Also .
newbie|||newbie|||origin|||Possibly a military slang contraction of "new boy."
newsie|||newsie|||noun|||a paper boy.
newsie|||newsie|||noun|||.  From Philadelphia in the 1960s.
niggerfaggot|||niggerfaggot|||noun|||a comical derogatory term used towards someone you dislike immensely.  The person does not necessarily have to be African American or homosexual.  Combines the two highly offensive words  and .
no big deal|||no big deal|||noun - uncountable|||something that is not a .
no-brainer|||no-brainer|||noun|||an easy-to-solve problem.
no dice|||no dice||||||an interjection meaning that something was unsuccessful.
no dice|||no dice||||||an interjection meaning that something was unsuccessful.
no dice|||no dice||||||an interjection meaning that something was unsuccessful.
no homo|||no homo||||||not gay.  Said after saying or doing anything that is complimentary towards a person of the same gender.
no joke|||no joke    |||interjection|||"seriously".
number two|||number two||||||one's right-hand man.
number two|||number two|||noun - uncountable|||defecation.
numpty|||numpty    |||noun|||idiot; fool.
nut house|||nut house|||noun|||an insane asylum.
nut paste|||nut paste|||noun|||human ejaculate.  Used especially if the substance is quite sticky.
nut up|||nut up|||verb|||to rise to the occasion; "be a man".
nut up|||nut up|||verb|||to become enraged; "go crazy".
nut up|||nut up|||verb|||to go to trial on a criminal charge and plead insanity.
nut up|||nut up|||notes|||Possibly a reference to , i.e. testicles.
nympho|||nympho|||noun|||"nymphomaniac".
off the heezy|||off the heezy|||adjective|||.  Also "".
off-the-shelf|||off-the-shelf|||adjective|||of a product, as-is rather than custom-built.
off-the-shelf|||off-the-shelf|||adjective|||available, ready to be used
okie|||Okie||||||uncivilized person, a redneck, a person from Oklahoma.  Usually used in the negative.
old|||old|||adjective|||tiresome.
old chap|||old chap|||noun|||term of reference for a male.
old fart|||old fart    |||noun|||an elderly person.
ollie|||ollie|||verb|||When a person playing sports throws the sport instrument such as taking off a laser tag vest and heaving it at an opponent.
omlg|||OMLG    |||interjection|||acronym for "Oh my Lady Gaga".  An exclamation similar to .
on blocks|||on blocks||||||currently non-functioning.
on deck|||on deck||||||waiting.
one (one's self)|||one (one's self)||||||to kill one's self.  Originated in the song Roc the Mic by Freeway and Beanie Sigel derived from the slang term "one" which means to say bye.
on my dick|||on my dick|||adjective|||to copy someone's style or to be in their business.
on the hook|||on the hook||||||the opposite of off the hook, mean wack, ugly, disliked.
on the hook|||on the hook|||adjective|||bearing responsibility.
on the hop|||on the hop||||||very busy.
on the hop|||on the hop||||||being one's personal best.
on the hop|||on the hop||||||good.
on the level|||on the level|||adjective|||honest.  Possibly from the opposite of "".
on the qt|||on the QT|||adjective|||secret.  See also .
on the ropes|||on the ropes|||adjective|||in a position in which a person needs to be careful, lest they suffer some consequence.
on the table|||on the table    |||adjective|||of an option, still available.
on the take|||on the take|||adjective|||taking bribes.
ootb|||OOTB    |||other|||acronym for "out of the box".
other woman, the|||other woman, the|||noun|||a woman with whom one has an affair.
ott|||OTT    |||adjective|||acronym for "over the top".
out of the closet|||out of the closet|||adjective|||having revealed publicly that one is homosexual.
out of the loop|||out of the loop||||||uninformed.
over the hill|||over the hill    |||adjective|||middle-aged or older.
over the shoulder boulder holder|||over the shoulder boulder holder    |||noun|||a bra, especially a large one.
paedo|||paedo|||noun|||"paedophile", also spelled "pedophile".
paint the walls|||paint the walls|||verb|||to vomit forcefully, usually suddenly, leaving no time to seek a proper container; "projectile vomit".
paper trail|||paper trail|||noun|||a record of misconduct in paper form, e.g. accounting records.
pavement pizza|||pavement pizza||||||vomit on the ground.
pavement pizza|||pavement pizza||||||Vomit left on the pavement (sidewalk)
pb and j|||PB and J||||||acronym for "peanut butter and jelly."  A kind of sandwich.
peacock|||peacock|||verb - intransitive|||to act in an outlandish manner in order to attract female attention.
pebkac|||PEBKAC    |||interjection|||acronym for "problem exists between keyboard and chair".  Used to describe a person's computer "problem" when it turns out that - in fact - it was "user error".
peel out|||peel out|||verb|||from a stop, to accelerate a motor vehicle quickly such that the tires spin freely.
peeping tom|||peeping Tom||||||a person who watches others (usually changing,  showering, going to the bathroom, etc.) without their knowledge.
pfft|||pfft    |||interjection|||exclamation of disbelief.
pfft|||pfft    |||notes|||Any number of Fs may be used.  For example, as of the addition of this definition, Google finds 58,700 matches for "pfffffffffft" - that's 10 Fs.
photo finish|||photo finish||||||in a competition, a very close finish.
piece|||piece    |||noun|||a graffiti mural.  (Also any single artistic expression, e.g. a composition.)
piece|||piece    |||noun|||one's current location.
piece|||piece    |||noun|||shortened form of .
piece|||piece    |||noun|||an undefined amount of time.
piece|||piece    |||noun|||person who one is dating.
piece|||piece    |||noun|||a marijuana smoking device, e.g. a .
piece|||piece    |||noun|||a firearm.
piece|||piece    |||noun|||penis.
piece|||piece    |||noun|||""
piece|||piece    |||verb|||.
pie wagon|||pie wagon|||noun|||a very large or obese woman.
pile of pants|||pile of pants|||noun|||nonsense.  British slang.
pillow case|||pillow case||||||used to describe someone who's being undesirable in some way, be it sketchy (see definition) or just plain dumb.
pinch|||pinch    |||verb - transitive|||to arrest.
pinch|||pinch    |||verb - transitive|||to steal.
pinched|||pinched|||adjective|||under the influence of marijuana or other drugs; "".  Referring to squinted eyes.
pinched|||pinched|||notes|||Pinched is also the past tense of .
pins|||pins    |||noun - plural|||legs.
pinto|||Pinto|||noun|||any car in disrepair.  Origin: the  is a car that was terribly ugly even when new.
pip pip|||pip pip||||||term used to show that one agrees.  Origin: British boarding school novels.  Used in Rasheedah McCormack, WA
pissa|||pissa||||||toilet.
pissa|||pissa||||||Excellent, very good.
pissa|||pissa||||||Can mean awesome (see wicked) or mean terrible or rotten depending on the voice inflection.
pissa|||pissa|||adjective|||great or awesome.  Colloquialism of the Boston area
pissed|||pissed    |||adjective|||angry.
pissed|||pissed    |||adjective|||inebriated.
pissed|||pissed    |||notes|||"" is also the past tense of .
pissing contest|||pissing contest|||noun|||a vain argument / conflict which is only participated in as an attempt to display superiority.
piss out of (one's) ass|||piss out of (one's) ass|||verb|||to have diarrhea.
pizzle|||pizzle||||||getting pussy
plastic|||plastic||||||derogatory. General term for a fake, or in reference to a shallow person.
plastic|||plastic||||||Girls that are fake
plastic|||plastic||||||"Popular" girls
plastic|||plastic|||noun|||a woman who gets  surgery frequently.
plastic|||plastic|||noun|||credit cards.
play it cool|||play it cool    |||verb - intransitive|||to be nonchalant.
play the game|||play the game    |||verb|||to cooperate.
play the game|||play the game    |||verb|||to engage in an activity.  Usually implies a competitive activity.
plonker|||plonker||||||A turd. To stare at such poo.
plonker|||plonker|||expression|||A usenet term for someone whose postings are not worth reading and who should therefore be added to your 'killfile' so as to avoid reading their messages in the future.You PLONK the  into your killfile.
plonker|||plonker|||noun|||literally penis, but used as a derogatory term or an idiot.  Also often used affectionately.  British origin.  Popularized by U.K. sitcom 'Only Fools and Horses'.
plonker|||plonker|||noun|||an absent-minded, or naive person.
plonker|||plonker|||noun|||a person prone to making mistakes.
plonker|||plonker|||noun|||an accident-prone or stupid person.
plonker|||plonker|||noun|||Plonker means 'Person with Little Or No Knowledge'. Originally used by male police officers when females were first taken into service. They were designated Woman Police Constable or WPC, which nicely allowed the pejorative W-plonk, referring to the new intake's supposed ignorance of police procedure.
poindexter|||Poindexter|||noun|||a really smart person.
poke the bear|||poke the bear|||verb|||to antagonize a person who can become angry, violent, or who is in a position of authority.  Also .
polluted|||polluted||||||drunk.  I believe this word has it's origins on the east coast in the USA.  The word speaks to the fact that when you've had a lot of alcohol, you have "" your system.  It's sounds especially funny when you hear people say it with an east-coast accent.
poop and scoop|||poop and scoop|||verb|||to defame a publicly traded company so its stock price declines, then purchase stock shares at the reduced price.  See also .
pooped|||pooped||||||tired.
pooped|||pooped||||||exhausted
poopie|||poopie|||noun|||feces; "".
poopsicle|||poopsicle|||noun|||a penis immediately after anal sex.
poor sport|||poor sport|||noun|||a person who doesn't do something that a group is doing.  The opposite of .
pop a cap in (one's) ass|||pop a cap in (one's) ass|||verb|||to shoot someone.
pop a chubby|||pop a chubby|||verb|||to develop or have an erection
pop a chubby|||pop a chubby|||verb|||flip out, or make a sudden big deal about something.
pop bottles|||pop bottles|||verb|||to open bottles of alcohol.
poseebs|||poseebs||||||Possibly, Maybe, Perhaps.
poser|||poser|||noun|||a person who pretends to be a member of a group that they are not actually a member of; "".  For example, by adopting the mode of dress, mannerisms, speech patterns, etc. of the group.
poser|||poser|||noun|||specifically, a person who is not a skateboarder but pretends to be one.
poser|||poser|||noun|||a person who is posing as a gang member.
posh|||posh||||||sassy, beyond sassy... incredibly choleric.
posh|||posh|||adjective|||wealthy, upper-class, opulent, expensive.  Chiefly British slang.
posted up|||posted up    |||adjective|||to be standing or sitting somewhere.
potty|||potty    |||noun|||a restroom.
potty|||potty    |||noun - uncountable|||urine.
potty|||potty    |||verb - intransitive|||to urinate.
potty|||potty    |||notes|||Considered a childish term.
potty mouth|||potty mouth|||noun|||a person who frequently swears.
potty mouth|||potty mouth|||noun|||the mouth of a person who frequently swears.
pound on|||pound on|||verb - transitive|||to test something before it is released or presented.
power nap|||power nap|||noun|||a brief nap intended to increase performance.
preash|||preash    |||interjection|||statement of thanks.  From "appreciate".
prego|||prego    |||adjective|||"pregnant."
prego|||prego    |||noun|||a pregnant woman.
prego|||prego    |||notes|||Also spelled .
private eye|||private eye    |||noun|||"private investigator."
pro-ana|||pro-ana|||noun|||"pro-anorexic."  A person who believes anorexia is good.
protein shake|||protein shake||||||semen.
psst|||psst|||interjection|||spoken quietly in order to discretely get someone's attention.
pub grub|||pub grub    |||noun - uncountable|||bar food.
puffy|||puffy    |||noun|||a  nipple.
pug fugly|||pug fugly||||||Short form of 'punk  ugly'.  Other variations on the theme include 'pugly' (punking ugly) and 'ugly ugly' (polite form - just... a very ugly person/thing).
pump full of lead|||pump full of lead    |||verb - transitive|||to shoot repeatedly with a firearm.
pump the brakes|||pump the brakes|||verb|||to slow down, much like pumping the brakes in a motor vehicle.
punt|||punt|||verb|||To make a mistake or fail, esp. when playing a game.I totally punted that last play.
punt|||punt|||verb - ambitransitive|||to delay solving a problem or implementing a feature until later.
punt|||punt|||verb - ambitransitive|||to hand off responsibility for fulfilling a work-item to another person, group, portion of a computer system, etc.
punt|||punt|||verb - transitive|||to kick someone off of a network connection.  For example: a chat room.
punt|||punt|||verb - transitive|||for a female to use a strap-on  to perform anal sex on a male.  The term was a runner-up in a competition by readers of Dan Savage's  column to coin a term for this.  The winning term was .  Another runner-up was .
put on airs|||put on airs    |||verb|||to act pretentiously.
put out|||put out    |||verb - intransitive|||to be willing to have sex.
quart|||quart||||||ugly.
quarter|||quarter|||noun|||a  once (1/4 ounce) of illegal drugs.
queue|||queue|||noun|||a line of people waiting to receive some service.While this is common terminology in the UK, it may be considered slang in the United States and elsewhere.
quids in|||quids in|||adjective|||1.going well:   well,things're  now,I must say.   How're things? of course! 2.making profit.   Now we're  .   Exert yourself and you'll be  with ease
rap session|||rap session||||||a discussion.
rap sheet|||rap sheet    |||noun|||a list of one's past criminal charges.
rassclat|||rassclat|||adjective|||displeasing.  From Jamaican English.
rattle (one's) dags|||rattle (one's) dags    |||verb|||to hurry.  In Australian slang, "" are dried lumps of feces stuck to the wool near a sheep's anus.
raw dog|||raw dog||||||to do something without previous experience; to take a chance; try something despite the outcome.
raw dog|||raw dog||||||Sex without a condom.
raw dog|||raw dog||||||to have sex with without a condom.
raw dog|||raw dog|||adverb|||to have sex unprotected.
raw dog|||raw dog|||adverb|||to have sex without a condom.
raw dog|||raw dog|||adverb|||Having intercourse without a condom
raw dog|||raw dog|||noun|||If you refer to your friend as "dog," you refer to your best friend, blood brother,  he will die for you, is "."
raw dog|||raw dog|||noun|||a good friend.
raw dog|||raw dog|||verb|||Masturbate With Out Lotion
rch|||RCH    |||noun|||figuratively, a very small amount.  Literally, "" is an acronym for "red  hair", and the term refers to the thickness of one.
real soon now|||Real Soon Now    |||adverb|||of something that the speaker is supposed to have finished, roughly translates to, "as soon as I can do it, but other things keep coming up, so don't ."
real soon now|||Real Soon Now    |||adverb|||happening soon according to an information source that the speaker doesn't trust.
real soon now|||Real Soon Now    |||notes|||Acronymized as .
red herring|||red herring|||noun|||an argument used to distract someone from the real issue
reel in|||reel in|||verb - transitive|||to capture.
reel in|||reel in|||verb - transitive|||to decrease the intensity of.
reel in|||reel in|||verb - transitive|||to attract.
rice|||rice|||noun|||a modified, imported Japanese car.
rice|||rice|||noun|||any car modified superficially to make it appear fast, e.g. stickers from parts not on the car; racing seatbelts.
rich|||rich|||adjective|||funny.
rich|||rich|||adjective|||hypocritical.
ride shotgun|||ride shotgun|||verb|||to sit in the passenger seat of a motor vehicle.  See the entry for  for more information.
ride the beef|||ride the beef|||verb|||suffer the consequences for a wrongdoing; "get (one's) comeuppance".
ride the cotton pony|||ride the cotton pony|||verb - intransitive|||to menstruate.
ridorkulous|||ridorkulous|||adjective|||Someone who is ridiculously dorky."Look at how  that old  is. He looks like a silverback gorilla."
ring a bell|||ring a bell    |||verb|||to sound familiar.
roast beef|||roast beef||||||women above the age of consent.  In opposition to sausages (as in "").
roast beef|||roast beef||||||a vagina.  Usually used in reference to cunnilingus.
roast beef|||roast beef||||||a promiscuous female.  Probably one that you wouldn't touch with a 10-ft. pole.  Origins stem from the appearance of female genitals in this state.  Can be used with many cultural references, i.e. " and stinky cheddar."
roast beef|||roast beef||||||very large, dark colored labia
rock up|||rock up    |||verb|||to arrive, especially unexpectedly or at an unexpected time.
rofl|||ROFL    |||verb|||acronym for "rolling on floor laughing".  Used mainly in computer-based conversation (instant messaging, email, text messaging, etc.)Also  ("rolling on  floor laughing.")
rofl|||ROFL    |||notes|||Originally used only in text-based communication, this term is also now spoken, and is pronounced .
roflmao|||ROFLMAO||||||acronym for "rolling on floor laughing my ass off".  Used mainly in computer-based conversation (instant messaging, email, text messaging, etc.)
roids|||roids    |||noun - plural|||anabolic steroids used for fast muscle mass building.  Specifically injectable synthetic testosterone.
rollock|||rollock|||noun|||a telling off, severe chastisement.
rollock|||rollock|||verb|||to tell off, chastise severely.
root for|||root for|||verb|||in a competition, to support a participant.
rosy lee|||Rosy Lee|||noun|||tea (the drink).  Cockney rhyming slang.
rough around the edges|||rough around the edges    |||adjective|||having not mastered a subject.
rough around the edges|||rough around the edges    |||adjective|||not perfect.
rough around the edges|||rough around the edges    |||adjective|||lacking certain social graces or manners.
rp|||RP|||verb|||"roleplay" or "roleplayer" or "roleplayed" or "roleplaying".
r-tard|||r-tard    |||noun|||.
ruby murray|||Ruby Murray|||noun|||curry.  Origin: Cockney rhyme.
ruby shower|||ruby shower|||noun|||a sexual fetish involving the release of a female's menstrual flow onto another person
runner|||runner|||noun|||a promiscuous female; "".
runner|||runner|||noun|||a taxicab customer who flees without paying.
rusty|||rusty|||adjective|||out of practice.
rv|||rv||||||Term actually started as rape victim.  People would say she could be a rape victim.  This is really sick, but true.  Now like so many slang words the actual meaning is forgotten and the new meaning is "very good looking."
salt up|||salt up|||verb - transitive|||to tell a different lie when covering up something.
sancho|||sancho|||noun|||a person who one cheats on one's boyfriend with; "".
sandbox|||sandbox||||||in computing, an area where one can experiment with a system without affecting the rest of the system.
sarky|||sarky|||adjective|||sarcastic
scab|||scab||||||someone who borrows things and doesn't expect to pay them back.  (Origin: temporary replacements for workers on strike - " labor").
scab|||scab||||||in collective bargaining relations - someone who crosses a picket line during a strike; a non-union member, or someone who benefits from a union but does not pay dues
scab|||scab|||noun|||"" is a slang word for pizza.  As in, "wanna piece of ", as you offer a piece of leftover pizza
scape|||scape||||||To leave.
scarred|||scarred|||adjective|||damaged or poorly prepared.
scarred|||scarred|||adjective|||very under the influence of alcohol.
scheisse|||scheisse|||interjection|||German for .
schizophrenic|||schizophrenic    |||adjective|||prone to rapidly changing one's mind.
schizophrenic|||schizophrenic    |||adjective|||irregular; discordant.
schlort|||schlort    |||noun|||a short penis.  From "" + "short".
schmeckel|||schmeckel|||noun|||a general insult.  From "", which derives from the Yiddish term for penis.
schmooze|||schmooze|||verb|||to interact socially with people, usually for future business gains.
schnoogins|||schnoogins||||||statement of agreement; "".
schpeel|||schpeel||||||to ask for money on-air during a membership drive.  a sales pitch.
schwasted|||schwasted|||adjective|||extremely stoned and wasted.
scoche|||scoche|||noun|||a very small amount.
scraper|||scraper|||noun|||Buick Century
scraper|||scraper|||noun|||An old school car, that is that is in good condition
scraper|||scraper|||noun|||A car that's somewhere between a bucket and a  in quality. A cheap and fairly reliable car.
scraper|||scraper|||noun|||A vehicle that is far too low to the ground and has so little suspension that it "scrapes" along its bottom when negotiating any kind of raised surface in the road. Not to be confused with a "whip," which is a vehicle that, for some unknown reason is being operated by a driver who is OUTSIDE the vehicle.  (Ghost-Rider!)
screwball|||screwball||||||a strange person.
scrog|||scrog    |||verb - transitive|||to have sex.  Also .
scrog|||scrog    |||verb - transitive|||to damage or ruin.  Also spelled .
scurred|||scurred||||||scared.
scurred|||scurred||||||scared.
scurred|||scurred|||verb - intransitive|||screwed
scutter|||scutter|||noun|||See .
